,track_id,track,artist,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,era
227,0BlMpKkDLOFPV78CubL8nn,Ke cap gap ba gia TikTok - Dj Tiktokker Remix,PiuPiu,194954,45,0.875,0.677,D# / Eb,-3.4410000000000003,minor,0.0467,0.0385,0.615,0.331,0.799,128.018,TIKTOK DANCE,20s
228,4u8IPU322yG7mNrqv89GGL,Hey Sexy Lady,Shaggy,199893,64,0.957,0.5539999999999999,D# / Eb,-6.617999999999999,minor,0.067,0.0052,0.00185,0.249,0.64,101.783,TIKTOK DANCE,00s
229,4qBMiRsJjtm1WR4KyAQqrX,Oh No,Kreepa,166504,66,0.541,0.527,B,-7.438,minor,0.147,0.00279,0.000509,0.286,0.429,176.123,TIKTOK DANCE,10s
232,3cNKhoBUhyuXhQTdQjOiT8,Loco,Anitta,157323,69,0.8059999999999999,0.67,G,-4.194,major,0.0491,0.00624,0.17,0.119,0.366,103.96,TIKTOK DANCE,20s
233,1yLTcitjbEJr7a4jyDB0Lz,So Pretty,Reyanna Maria,85741,71,0.799,0.5429999999999999,A# / Bb,-6.093999999999999,minor,0.24,0.0512,0.0425,0.134,0.25,187.906,TIKTOK DANCE,20s
237,1EUXDG92IvGineenvVwpQk,Tamo Loco To,Mark B.,96954,58,0.855,0.769,A# / Bb,-7.758999999999999,minor,0.0804,0.0374,0.000519,0.039,0.6409999999999999,109.982,TIKTOK DANCE,20s
238,78xj07VVFK5uHTaGPIu13S,Buss It,Erica Banks,187000,68,0.956,0.502,A,-5.995,major,0.213,0.0593,0.0,0.238,0.795,110.003,TIKTOK DANCE,20s
242,2Lm41VRnYjEK5ElbuQ9AA7,Friendships (Lost My Love) - ATB Remix,Pascal Letoublon,204374,57,0.6559999999999999,0.904,B,-4.488,minor,0.0425,0.298,0.000155,0.11,0.243,128.007,TIKTOK DANCE,20s
243,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,210960,83,0.6459999999999999,0.795,A,-3.293,major,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,TIKTOK DANCE,10s
244,1AmWzcqo2xlGWCw0BGUWGp,Va Va Vroom Vroom - Remix,Eduardo Luzquiños,97206,63,0.868,0.3289999999999999,D,-8.566,major,0.214,0.2339999999999999,0.016,0.336,0.928,103.02,TIKTOK DANCE,20s
246,47aQT2aV12TyilaoYi1NiD,Promiscuous,Nelly Furtado,242200,69,0.795,0.978,A# / Bb,-6.097,minor,0.0459,0.046,8.290000000000001e-05,0.143,0.843,114.321,TIKTOK DANCE,00s
248,4pv60fltAu4wR3EWw8AEeQ,Prrrum - Remix 2,Cosculluela,225924,43,0.7120000000000001,0.684,F,-5.013999999999999,minor,0.293,0.127,0.0,0.35,0.83,180.106,TIKTOK DANCE,10s
249,08ia51KbTcfs4QVT5lAyBQ,LSD,TisaKorean,124455,47,0.61,0.505,C# / Db,-7.682,major,0.429,0.013,0.0,0.364,0.615,163.84799999999998,TIKTOK DANCE,10s
251,6z1nMCq1HJSZ78u2jYtrDT,Twin Nem,King Von,175533,67,0.871,0.545,C,-8.279,major,0.695,0.000826,0.0,0.0779,0.3,160.097,TIKTOK DANCE,10s
253,5Bnh2sJPeQCdpoZD4UKzsX,Cry Baby (feat. DaBaby),Megan Thee Stallion,137983,44,0.955,0.436,B,-7.9,major,0.38,0.00527,0.0,0.1689999999999999,0.5589999999999999,130.041,TIKTOK DANCE,20s
254,0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,T-Wayne,142212,64,0.779,0.472,B,-7.1160000000000005,major,0.218,0.0577,0.0,0.114,0.412,135.05100000000002,TIKTOK DANCE,10s
255,5AkZntfhC6IBpNtWyWTWhk,Nothin' on You (feat. Bruno Mars),B.o.B,268320,66,0.688,0.853,A# / Bb,-5.814,major,0.0493,0.386,0.0,0.0862,0.743,103.993,TIKTOK DANCE,10s
256,3PiATJqr7LzZfhKT9B18Rk,Adderall (Corvette Corvette),Popp Hunna,136091,43,0.889,0.4589999999999999,E,-8.676,minor,0.3979999999999999,0.0834,0.0,0.1169999999999999,0.642,141.07299999999998,TIKTOK DANCE,20s
257,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,50 Cent,209106,79,0.614,0.574,B,-7.961,major,0.466,0.0253,3.2e-05,0.38,0.755,125.173,TIKTOK DANCE,00s
261,1SGhreIdQO3v7z6SOgEEHC,Vibe for Me (Bob for Me),Aqyila,151787,60,0.883,0.288,A# / Bb,-13.191,minor,0.109,0.4539999999999999,3.39e-06,0.0917,0.628,119.932,TIKTOK DANCE,20s
263,5R8dQOPq8haW94K7mgERlO,Poker Face,Lady Gaga,237200,74,0.851,0.8059999999999999,E,-4.62,major,0.0787,0.118,1.64e-06,0.121,0.787,118.999,TIKTOK DANCE,00s
265,4LmzPJDil70LpiApWfOI6O,Milkshake,Kelis,182813,56,0.887,0.774,C# / Db,-6.108,major,0.0434,0.00933,0.0213,0.159,0.826,113.0,TIKTOK DANCE,00s
266,4BYO8KU39k40yaRAwDgyUs,Chivalry Is Dead,Trevor Wesley,208161,58,0.484,0.732,F# / Gb,-4.892,major,0.0705,0.0471,0.0,0.0755,0.644,127.313,TIKTOK DANCE,10s
267,1ydffhoWtTxKDrc5zi7p0M,Everytime Tha Beat Drop (feat. Dem Franchize Boyz),Monica,223293,58,0.762,0.644,G,-6.715,major,0.223,0.0522,0.0,0.0821,0.82,81.99,TIKTOK DANCE,00s
269,3ENSz5DPXwjcXk9VOyhYTb,Follow The Bass Intenso Boom Boom Tiktok,Yandro El Protagonista,144621,39,0.8809999999999999,0.95,F# / Gb,-4.355,major,0.33,0.2,1.35e-06,0.123,0.603,159.063,TIKTOK DANCE,20s
270,3yXFcbGxFn2au5q3pShkAe,Me Too,Kevin Gates,202300,70,0.726,0.605,G,-5.002,major,0.296,0.152,0.0,0.642,0.36,139.233,TIKTOK DANCE,10s
272,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),Justin Timberlake,242733,79,0.967,0.583,G,-5.562,minor,0.0789,0.0584,0.0,0.0519,0.964,117.0,TIKTOK DANCE,00s
276,7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,242013,94,0.585,0.436,A# / Bb,-8.761000000000001,major,0.0601,0.721,1.31e-05,0.105,0.132,143.874,TIKTOK DANCE,20s
282,2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Saweetie,155883,88,0.84,0.7659999999999999,E,-4.12,major,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,TIKTOK DANCE,20s
286,1tJhy8gkzkRTwREgYZuNdp,YRN - Remix,EZRA,268355,67,0.8079999999999999,0.782,G,-8.505,minor,0.1969999999999999,0.0241,0.00156,0.123,0.634,126.026,TIKTOK DANCE,20s
287,2QG9Os7lsmfWFkNtkM91mt,GIRL LIKE ME,Black Eyed Peas,222522,47,0.966,0.485,D,-8.783999999999999,major,0.1939999999999999,0.0206,0.0238,0.0655,0.314,124.029,TIKTOK DANCE,20s
288,4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),Jason Derulo,192921,83,0.738,0.85,G# / Ab,-3.049,major,0.0642,0.105,0.0,0.23,0.865,98.013,TIKTOK DANCE,20s
290,67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),Lil Nas X,137875,100,0.61,0.508,G# / Ab,-6.682,minor,0.152,0.297,0.0,0.384,0.758,178.81799999999998,TIKTOK DANCE,20s
291,4qlBvxOwFy6og73eik75Ro,Iko Iko,Justin Wellington,182857,62,0.861,0.754,F,-5.356,major,0.0602,0.131,2.14e-06,0.0774,0.836,105.042,TIKTOK DANCE,10s
292,0U63gZrga1cWRIBrCxJ9TU,Pablo Pablo - Oriental Remix,Drinche,143754,44,0.5489999999999999,0.789,C# / Db,-8.311,major,0.0576,0.00138,0.308,0.103,0.3979999999999999,125.296,TIKTOK DANCE,20s
294,0PKAijroHpnEtdY20bkGdr,ghost town (voice memo),Chloe George,137250,78,0.471,0.2289999999999999,G# / Ab,-6.504,major,0.0358,0.953,0.0,0.0909,0.358,68.41,TIKTOK DANCE,20s
296,2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,243773,85,0.72,0.7440000000000001,C# / Db,-6.938,minor,0.12,0.237,0.0,0.255,0.619,78.953,TIKTOK DANCE,00s
298,4NOZ35Dhucr6UlVyLOtktd,Dangerous,Kardinal Offishall,246053,79,0.949,0.79,G# / Ab,-5.957000000000001,major,0.0756,0.00437,0.0,0.0816,0.807,117.002,TIKTOK DANCE,00s
303,5XB05X8X1OnWFj0JYT1SZZ,Sahara - Remix,Drinche,144763,37,0.713,0.597,G,-10.541,major,0.0684,0.0278,0.888,0.0656,0.248,116.472,TIKTOK DANCE,20s
305,2ySXcO8ao15kPceiPWIsnK,Aman Aman,Drinche,174638,37,0.726,0.41,F# / Gb,-8.857999999999999,major,0.062,0.00296,0.852,0.0842,0.2769999999999999,95.0,TIKTOK DANCE,20s
306,0jdso14vaFnpRazMLEZovF,Astronaut In The Ocean,Masked Wolf,132780,39,0.778,0.695,E,-6.865,minor,0.0913,0.174,0.0,0.151,0.472,149.996,TIKTOK DANCE,10s
308,6tDDoYIxWvMLTdKpjFkc1B,telepatía,Kali Uchis,160191,94,0.653,0.524,B,-9.016,minor,0.0502,0.1119999999999999,0.0,0.203,0.5529999999999999,83.97,TIKTOK DANCE,20s
310,5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,Rihanna,242680,74,0.7190000000000001,0.847,C,-6.34,minor,0.0916,0.00201,0.0204,0.221,0.444,127.963,TIKTOK DANCE,10s
314,60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),Kid Cudi,221240,74,0.88,0.4429999999999999,B,-6.359,minor,0.0653,0.462,7.13e-06,0.122,0.8029999999999999,138.018,TIKTOK DANCE,00s
315,1M4OcYkxAtu3ErzSgDEfoi,Up,Cardi B,156944,83,0.868,0.795,B,-6.044,major,0.2689999999999999,0.0012,0.0193,0.0461,0.8190000000000001,166.0,TIKTOK DANCE,20s
317,7lgvGRC1gN0JGgY9VGXsQT,Vacation,Dirty Heads,209142,74,0.7390000000000001,0.754,G# / Ab,-5.034,major,0.035,0.0431,0.0,0.0999,0.7929999999999999,150.017,TIKTOK DANCE,10s
319,7DNVgp9vscLzLFnUxtXhVX,Clandestina,Drinche,154597,36,0.809,0.523,E,-11.734000000000002,minor,0.0564,0.00108,0.7809999999999999,0.0787,0.235,117.999,TIKTOK DANCE,20s
321,4KrhaZm4JRkNO4HRdLvJIG,Моя голова винтом (My head is spinning like a screw),kostromin,140000,78,0.833,0.748,C# / Db,-5.962999999999999,major,0.2289999999999999,0.0331,1.44e-06,0.0728,0.484,119.925,TIKTOK DANCE,20s
322,6NWdgyVsjp2bJ11PToXCr1,Buss It,Erica Banks,188734,39,0.918,0.434,A,-9.541,major,0.173,0.569,3.14e-06,0.123,0.75,109.997,TIKTOK DANCE,20s
326,1zVMJGPMWKmD4cjTTyf68y,Rasputin - Club Mix,Boney M.,272226,64,0.7190000000000001,0.907,F# / Gb,-5.154,minor,0.0502,0.1669999999999999,0.00108,0.245,0.975,127.153,TIKTOK DANCE,10s
327,3WKnUucKHVcLvzISJC7Pri,Karma,Drinche,154111,38,0.615,0.8170000000000001,B,-8.82,minor,0.0402,0.0221,0.826,0.174,0.467,94.996,TIKTOK DANCE,20s
329,4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,258893,79,0.7959999999999999,0.777,F# / Gb,-4.81,major,0.0397,0.0261,0.000358,0.121,0.787,132.722,TIKTOK DANCE,00s
330,1ko2lVN0vKGUl9zrU0qSlT,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",237106,80,0.802,0.488,C# / Db,-9.304,major,0.0813,0.5720000000000001,0.0598,0.0763,0.624,95.77,TIKTOK DANCE,80s
331,3iw6V4LH7yPj1ESORX9RIN,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,116750,88,0.722,0.893,C,-3.255,minor,0.0475,0.0441,0.0009369999999999,0.0673,0.439,119.932,TIKTOK DANCE,20s
335,4pBhTGnL5N5KqsyqU58jee,I'm not Pretty,JESSIA,118400,54,0.7829999999999999,0.526,G,-6.478,major,0.261,0.0802,0.0,0.066,0.902,75.002,TIKTOK DANCE,20s
338,4jY3GWEqlrTALvVE1j7VHI,Aesthetic,Xilo,158435,67,0.7140000000000001,0.594,C,-10.63,major,0.43,0.965,0.255,0.129,0.45,169.83700000000002,TIKTOK DANCE,20s
339,18V1UiYRvWYwn01CRDbbuR,Home,Edith Whiskers,197360,71,0.72,0.1969999999999999,D,-12.494000000000002,major,0.0361,0.981,0.00187,0.1,0.284,120.024,TIKTOK DANCE,20s
340,5hChuUMe5iHfjkXgzj1D4b,Track Star,Mooski,199706,80,0.6409999999999999,0.598,G,-5.7,minor,0.324,0.381,0.0,0.0921,0.285,131.459,TIKTOK DANCE,20s
344,2SP6w6HeCkiKRahSCCGVGu,Ya Tabtab,Drinche,182783,27,0.768,0.5489999999999999,F# / Gb,-13.255,minor,0.0598,0.275,0.7,0.0839,0.552,119.99,TIKTOK DANCE,20s
345,60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,226986,91,0.7490000000000001,0.4629999999999999,B,-8.433,major,0.0828,0.208,0.0371,0.337,0.19,90.02799999999999,TIKTOK DANCE,10s
350,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,208760,54,0.636,0.6759999999999999,D,-3.442,major,0.0263,0.0807,0.0,0.0831,0.273,113.98,TIKTOK DANCE,10s
351,0TCmhnbMpw5zwPsTvlXTJi,Runaway,AURORA,248826,83,0.521,0.2769999999999999,B,-10.34,major,0.0356,0.634,7.070000000000001e-05,0.103,0.13,115.01,TIKTOK DANCE,10s
353,7CCCX50zGHMTuHsyKQy03l,Dancing in My Room,347aidan,180121,11,0.979,0.41,G# / Ab,-11.056,minor,0.1119999999999999,0.6579999999999999,3.4200000000000005e-05,0.205,0.74,119.971,TIKTOK DANCE,20s
356,4mCf3vQf7z0Yseo0RxAi3V,Desperado,Rihanna,186466,75,0.685,0.61,C,-5.221,minor,0.0439,0.3229999999999999,0.0,0.102,0.3229999999999999,94.384,TIKTOK DANCE,10s
358,4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),Megan Thee Stallion,137983,80,0.957,0.437,B,-7.882000000000001,major,0.359,0.00402,0.0,0.2189999999999999,0.616,130.058,TIKTOK DANCE,20s
363,0qgZvYWLIqDn0tXimF8gPa,dirty laundry,blackbear,165600,73,0.7659999999999999,0.64,C,-8.899,major,0.0345,0.051,0.0,0.237,0.67,100.044,TIKTOK DANCE,10s
367,0kpdD6AqC6dU06Ce9IELXB,Sahara,Drinche,124441,24,0.764,0.723,E,-9.168,minor,0.0415,0.128,0.812,0.0959,0.192,123.015,TIKTOK DANCE,20s
368,2kS6td1yvmpNgZTt1q5pQq,Hayloft,Mother Mother,181680,84,0.527,0.922,A,-2.6660000000000004,minor,0.0728,0.00475,0.000162,0.422,0.49,95.975,TIKTOK DANCE,00s
369,589Lt4lVKxd1qXOrPaAHkB,Cloud 9,Beach Bunny,137600,62,0.627,0.935,E,-3.257,major,0.0495,0.00145,1.7199999999999998e-05,0.335,0.903,80.986,TIKTOK DANCE,20s
371,48q0vSHcJdhK3IiXH8C5WJ,Why'd You Only Call Me When You're High?,Arctic Monkeys,161123,63,0.691,0.631,D,-6.478,major,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,TIKTOK DANCE,10s
372,2gam98EZKrF9XuOkU13ApN,Promiscuous,Nelly Furtado,242293,82,0.8079999999999999,0.97,A# / Bb,-6.098,minor,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,TIKTOK DANCE,00s
375,7FngYjFnEU6fRYWTZbwoq9,Plastic,Unghetto Mathieu,181015,67,0.626,0.7340000000000001,C# / Db,-3.96,minor,0.331,0.023,0.0,0.285,0.6920000000000001,130.42700000000002,TIKTOK DANCE,20s
377,6jBCehpNMkwFVF3dz4nLIW,It's Tricky,Run–D.M.C.,183760,73,0.965,0.857,B,-8.458,minor,0.17,0.00131,0.0,0.0726,0.951,127.656,TIKTOK DANCE,80s
380,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,240400,88,0.612,0.807,A# / Bb,-2.81,major,0.0336,0.0495,0.0177,0.1009999999999999,0.3979999999999999,124.053,TIKTOK DANCE,10s
382,7L6G0wpIUiPXuvoo7qhb06,oops!,Yung Gravy,139759,76,0.8859999999999999,0.743,F# / Gb,-6.797000000000001,minor,0.0812,0.0358,0.000198,0.0511,0.941,131.90200000000002,TIKTOK DANCE,20s
383,19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,Bobby Shmurda,194561,75,0.794,0.51,A,-7.314,major,0.42,0.0505,1.81e-06,0.0562,0.18,167.87900000000002,TIKTOK DANCE,10s
384,7sl110vSKAnUpPIYcTrpCN,Arabian Nights,Drinche,192078,29,0.754,0.643,F,-9.715,minor,0.0581,0.444,0.883,0.1989999999999999,0.618,119.999,TIKTOK DANCE,10s
385,4E7ZbuJH3NddjnMWLstkRq,I Am (feat. Flo Milli),Yung Baby Tate,182464,72,0.932,0.835,C# / Db,-3.905,major,0.156,0.105,0.0,0.0847,0.926,144.02,TIKTOK DANCE,20s
387,3aA6xB0tOilDDX17fIJ0Bl,Freak,Doja Cat,284480,77,0.688,0.716,G,-5.702000000000001,major,0.0385,0.0969,0.0,0.0989,0.373,116.912,TIKTOK DANCE,20s
390,5VH29X65xVLfH2TwD9EcxO,I'm Legit,Nicki Minaj,198053,66,0.8590000000000001,0.746,A,-3.014,major,0.0663,0.0301,0.000877,0.1689999999999999,0.5429999999999999,75.002,TIKTOK DANCE,10s
392,3CFPJGktOC1KpxwvDjIHfL,UCKERS,Shygirl,115000,43,0.773,0.555,E,-7.169,minor,0.0583,0.0154,0.00814,0.319,0.501,97.992,TIKTOK DANCE,10s
393,27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,The Kid LAROI,161384,91,0.662,0.413,C,-7.357,major,0.0299,0.213,0.0,0.134,0.467,93.005,TIKTOK DANCE,20s
395,3MAgQuClHcAV8E9CbeBS6f,Lotus Flower Bomb (feat. Miguel),Wale,213253,70,0.512,0.598,A,-4.959,minor,0.115,0.611,0.0,0.0881,0.345,70.189,TIKTOK DANCE,10s
398,2qLSXZuIHMsKydCEFDchc3,Bang Bang Bang Bang,Sohodolls,181640,64,0.7290000000000001,0.581,A# / Bb,-7.091,minor,0.0304,0.531,1.09e-06,0.102,0.352,93.997,TIKTOK DANCE,00s
399,5siesK1gYQObYkJvDKaYb9,Hayati,Drinche,177261,18,0.716,0.4379999999999999,C# / Db,-13.905,major,0.0437,0.53,0.909,0.0819,0.266,105.055,TIKTOK DANCE,20s
400,7zkA4TSmYO1Bko2PnFn0YB,Steven Universe,L.Dre,134025,67,0.6759999999999999,0.0674,G,-13.899,major,0.0703,0.841,0.942,0.121,0.214,77.03699999999999,TIKTOK DANCE,20s
401,4JLBDUYSaOMPYND0iWeSWQ,Jenny (I Wanna Ruin Our Friendship),Studio Killers,215280,75,0.6679999999999999,0.7979999999999999,B,-5.7010000000000005,major,0.0334,0.00305,0.0144,0.2769999999999999,0.575,133.928,TIKTOK DANCE,20s
402,7CFfqRW50ffULvBv7lfIIg,Violent,carolesdaughter,135877,78,0.797,0.755,D,-5.393,major,0.0293,0.331,2.26e-06,0.124,0.411,129.955,TIKTOK DANCE,20s
404,5tfZ1uYrArdbDqiZ7z1aCE,Space Girl,Frances Forever,231428,19,0.67,0.3979999999999999,A,-9.14,major,0.0306,0.319,0.000113,0.38,0.2189999999999999,125.983,TIKTOK DANCE,20s
405,0ymn3NBfT1W2QW0d7U5kHS,Hadal Ahbek,Issam Alnajjar,209684,46,0.8059999999999999,0.47,E,-9.985,major,0.0307,0.156,0.0,0.0884,0.442,95.003,TIKTOK DANCE,20s
406,3aAmQOxRPeKDL0HMWFA5qn,Adderall (Corvette Corvette),Popp Hunna,136224,72,0.913,0.391,E,-11.158,minor,0.368,0.272,0.0,0.0666,0.713,141.05,TIKTOK DANCE,20s
411,1fah1uAs7HeTYDlNftKr3K,Put Your Records On,Ritt Momney,210463,4,0.3989999999999999,0.492,F# / Gb,-10.777,minor,0.0538,0.0579999999999999,0.00101,0.11,0.159,91.066,TIKTOK DANCE,20s
413,0A1hoCfMLkiAgvhWkkucJa,Body,Megan Thee Stallion,171067,82,0.914,0.732,G# / Ab,-6.1,minor,0.241,0.0166,0.0,0.107,0.469,94.066,TIKTOK DANCE,20s
418,3rchFjeKZ0bJxO7EEdM3S5,Paparazzi,Kim Dracula,192358,77,0.677,0.685,E,-5.643,minor,0.0505,0.0739,0.0,0.107,0.177,91.008,TIKTOK DANCE,20s
419,6u3CPnFMKANYgfdiifFOiJ,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,214692,78,0.539,0.615,C# / Db,-8.746,minor,0.252,0.173,0.0056,0.144,0.493,163.924,TIKTOK DANCE,20s
420,2ViSWfhT0kvEulXA1HH7Wk,Sugar Daddy,Qveen Herby,203809,71,0.953,0.4529999999999999,A# / Bb,-7.197,major,0.07,0.0605,0.000159,0.625,0.0368,126.009,TIKTOK DANCE,20s
421,3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat),StarBoi3,175238,86,0.647,0.608,A,-6.831,major,0.42,0.13,0.0,0.0584,0.474,125.994,TIKTOK DANCE,20s
425,0wIdpFIZqaKyscPAMSQ9wq,Yeah Yeah,Young Nudy,246857,61,0.644,0.597,F# / Gb,-8.305,minor,0.206,0.0167,5.41e-05,0.1119999999999999,0.341,139.969,TIKTOK DANCE,10s
426,68NddryKBycFryRVkUXjyJ,TELL EM,yoitsvic,77413,51,0.76,0.573,C# / Db,-13.402,major,0.3,0.174,0.912,0.129,0.181,126.252,TIKTOK DANCE,20s
427,6FUYkl8t6gKFT59NpQWuhr,Mix It,MoneyMarr,119375,46,0.812,0.586,G# / Ab,-7.625,major,0.39,0.0232,0.0,0.1639999999999999,0.23,153.094,TIKTOK DANCE,20s
428,6KUNUUH9IR3RBoBSWvNqfW,MY STORY (DLOG),Mike Dimes,164075,48,0.936,0.251,C# / Db,-15.98,major,0.494,0.287,0.0,0.122,0.6709999999999999,140.935,TIKTOK DANCE,20s
429,67RGFObGLxBAJDLrukSusE,Beat Box (feat. Young M.A) - Freestyle,SpotemGottem,209931,70,0.797,0.446,C# / Db,-6.077999999999999,major,0.3939999999999999,0.0306,0.0,0.0915,0.2339999999999999,160.095,TIKTOK DANCE,20s
431,0hkR93a0LriV2CQUhSXw3h,Lights Down Low (feat. Waka Flocka Flame),Maejor,186120,69,0.7170000000000001,0.858,G,-3.469,minor,0.0422,0.0694,2.8e-06,0.0801,0.67,155.41,TIKTOK DANCE,10s
433,21UkXrc9kD48rNpTMI2ecz,Never Left,Lil Tecca,168727,84,0.807,0.659,B,-6.92,major,0.332,0.0224,0.0,0.309,0.4379999999999999,82.465,TIKTOK DANCE,20s
434,3QqYZWQLn0evKMIRlGJeeR,Bundles (feat. Taylor Girlz),Kayla Nicole,154805,71,0.939,0.682,B,-5.931,major,0.306,0.0015199999999999,0.0,0.0552,0.584,130.02200000000002,TIKTOK DANCE,20s
435,1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,173986,84,0.792,0.625,C# / Db,-5.609,major,0.0536,0.0077599999999999,0.0018,0.3289999999999999,0.37,103.967,TIKTOK DANCE,10s
437,6QgkOxBXqVRjZ1JcIDbDYY,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,235306,70,0.7859999999999999,0.6890000000000001,C# / Db,-6.113,major,0.315,0.0093099999999999,1.14e-06,0.214,0.8740000000000001,157.935,TIKTOK DANCE,10s
438,0kswxxNV4DLBqJeMIqFh5n,She Make It Clap,Soulja Boy,111549,74,0.941,0.471,C# / Db,-13.087,major,0.494,0.0308,0.00838,0.0837,0.487,119.898,TIKTOK DANCE,20s
439,6toQdWWc4noiOk3Eo5mVDS,Beat Box 3 (feat. DaBaby),SpotemGottem,200424,81,0.853,0.426,C# / Db,-6.812,major,0.374,0.0765,0.0,0.104,0.201,160.05100000000002,TIKTOK DANCE,20s
440,5byWPNSh2hi0ULmDxBgLyV,BIG PURR (Prrdd) (feat. Pooh Shiesty),Coi Leray,116760,77,0.774,0.412,C# / Db,-8.619,major,0.3779999999999999,0.026,0.0,0.088,0.38,139.94299999999998,TIKTOK DANCE,20s
442,5PJbsnPWGcZWsNHdRpW3Wq,Who Want Smoke?,Nardo Wick,152793,66,0.6890000000000001,0.62,F# / Gb,-7.684,major,0.295,0.00159,0.0,0.623,0.452,75.488,TIKTOK DANCE,20s
443,5vznxflwW1N2Yu142Z2HQs,CAP,T3,163134,43,0.866,0.644,A,-6.504,major,0.373,0.0361,0.0,0.0632,0.942,156.014,TIKTOK DANCE,20s
444,04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,228240,74,0.956,0.745,B,-4.753,minor,0.12,0.206,0.0,0.0615,0.912,107.075,TIKTOK DANCE,00s
445,3rlUxMDbs9DFZn0NaFO305,Sneaky Link,HXLLYWOOD,115391,73,0.861,0.644,F,-7.79,major,0.513,0.0953,0.0,0.284,0.765,76.915,TIKTOK DANCE,20s
446,3BGppswSnFNGUSFiJ6rj4n,Show Me Up,Lil Tecca,166875,76,0.674,0.4529999999999999,F# / Gb,-10.293,minor,0.0612,0.155,1.21e-06,0.0933,0.22,128.107,TIKTOK DANCE,20s
447,6r3Wa1lkJVEuc67aZhwO61,With My Hoe!,C2d,82515,73,0.586,0.5379999999999999,A# / Bb,-7.819,major,0.0545,0.0248,0.00795,0.203,0.188,140.107,TIKTOK DANCE,20s
448,6Mfh9o1FjAiA3gU5q21OD6,Everyday,SoFaygo,171165,68,0.497,0.637,D,-8.594,minor,0.609,0.5870000000000001,0.0,0.3279999999999999,0.518,161.079,TIKTOK DANCE,20s
449,4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,257399,75,0.845,0.884,F# / Gb,-4.506,minor,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,TIKTOK DANCE,90s
451,4xdbFyoS5EdHdSOGaahjBv,On Cam (feat. Moneybagg Yo),Yung Bleu,160248,58,0.8390000000000001,0.34,C# / Db,-11.591,major,0.407,0.0099,2.69e-05,0.154,0.417,160.043,TIKTOK DANCE,10s
452,0kCBorRrKZkSztd9m0QI3r,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,201706,69,0.938,0.5,E,-10.08,minor,0.144,0.00183,0.0,0.077,0.462,140.011,TIKTOK DANCE,10s
453,5m0eMnsWwzgGsUxe1mhFYR,White Tee (with NO1-NOAH),Summer Walker,211373,75,0.7909999999999999,0.366,C# / Db,-8.337,major,0.0966,0.7440000000000001,7.24e-06,0.106,0.335,124.878,TIKTOK DANCE,20s
454,5dPy0aaKKW4IxXVSzCCDoC,Shawty Wassup,YUNG NATION,235520,51,0.883,0.601,C# / Db,-6.112,major,0.207,0.0224,0.0,0.145,0.397,123.958,TIKTOK DANCE,10s
455,7iyjZ4paFWpTrJJenM0yZb,All Night Long,Mary Jane Girls,343933,57,0.7959999999999999,0.431,G,-10.3,major,0.214,0.171,0.00811,0.0894,0.667,94.875,TIKTOK DANCE,90s
